ind,T,P,SMILES,CO2-exp,new_cation,new_anion,group
829,296.0,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.375,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
830,296.0,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.309,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
831,296.0,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.226,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
832,296.0,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.126,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
833,296.0,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
835,296.5,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.418,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
836,296.5,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.3445,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
837,296.5,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.2555,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
838,296.5,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.1435,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
839,296.5,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.034,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
841,296.7,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.378,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
843,296.7,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.308,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
845,296.7,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.226,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
847,296.7,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.128,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
850,296.7,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
851,296.8,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.402,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
852,296.8,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.348,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
853,296.8,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.255,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
854,296.8,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.139,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
855,296.8,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.028,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
856,296.9,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.424,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
857,296.9,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.355,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
858,296.9,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.265,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
859,296.9,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.156,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
860,296.9,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.052,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
902,297.55,14800.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.8456,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
911,297.6,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.417,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
912,297.6,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.346,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
913,297.6,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.258,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
914,297.6,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.146,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
915,297.6,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.034,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
1326,298.15,2000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.428,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
1375,298.15,1500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.361,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
1446,298.15,1000.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.269,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
1588,298.15,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.149,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
1782,298.15,100.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.032,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2326,298.25,4020.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.6993,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2340,298.35,4700.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.7536,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2359,298.55,10800.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.8355,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2385,298.95,1640.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.4386,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2386,298.95,1230.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.3762,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2394,299.15,3040.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.6081,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2410,299.95,1970.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.4849,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2412,300.15,2780.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.5722,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
2413,300.25,5700.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.7867,CCCCCCCCn1cc[n+](C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
